2 50 98 0.510204082 1
0 13 28 0.464285714 1
1 16 35 0.457142857 1
2 20 45 0.444444444 1
1 24 77 0.311688312 0
4 4 4 1 0
2 7 14 0.5 1
1 12 35 0.342857143 0
5 46 98 0.469387755 1
0 3 4 0.75 0
2 10 28 0.357142857 1
1 13 47 0.276595745 0
2 6 15 0.4 1
2 5 11 0.454545455 1
2 14 48 0.291666667 1
2 15 49 0.306122449 1
2 6 15 0.4 1
2 3 4 0.75 1
2 3 4 0.75 1
4 11 28 0.392857143 0
2 6 16 0.375 1
2 6 16 0.375 1
4 14 40 0.35 0
4 6 14 0.428571429 0
4 8 21 0.380952381 0
1 14 58 0.24137931 0
4 10 28 0.357142857 1
4 10 28 0.357142857 1
2 16 64 0.25 0
2 8 28 0.285714286 1
2 12 47 0.255319149 1
4 6 16 0.375 1
4 7 22 0.318181818 1
2 13 53 0.245283019 1
2 5 16 0.3125 0
2 5 16 0.3125 1
2 5 16 0.3125 0
4 20 69 0.289855072 1
4 9 28 0.321428571 1
2 9 36 0.25 0
2 2 2 1 0
2 2 2 1 0
2 2 2 1 0
2 11 46 0.239130435 0
2 11 46 0.239130435 1
2 6 22 0.272727273 0
4 5 14 0.357142857 1
4 19 69 0.275362319 1
4 8 26 0.307692308 1
2 7 28 0.25 1
3 6 21 0.285714286 0
2 8 35 0.228571429 1
4 5 16 0.3125 1
3 16 74 0.216216216 0
2 4 14 0.285714286 1
0 2 4 0.5 0
4 7 25 0.28 0
1 9 51 0.176470588 0
2 4 16 0.25 0
2 4 16 0.25 0
4 17 71 0.23943662 1
2 2 4 0.5 0
2 2 4 0.5 1
2 2 4 0.5 1
2 4 16 0.25 1
2 2 4 0.5 0
2 2 4 0.5 0
2 4 16 0.25 0
2 4 16 0.25 0
2 4 16 0.25 0
2 6 28 0.214285714 1
2 6 28 0.214285714 0
4 2 4 0.5 0
4 2 4 0.5 0
2 7 35 0.2 1
4 2 4 0.5 1
4 2 4 0.5 0
4 2 4 0.5 0
12 11 23 0.47826087 0
3 17 86 0.197674419 0
4 9 38 0.236842105 1
4 8 34 0.235294118 1
4 9 40 0.225 0
2 5 26 0.192307692 0
6 17 70 0.242857143 0
0 8 59 0.13559322 0
2 3 14 0.214285714 0
2 10 64 0.15625 0
4 9 46 0.195652174 0
4 5 23 0.217391304 0
4 8 40 0.2 1
2 12 82 0.146341463 0
11 24 64 0.375 0
2 7 46 0.152173913 1
4 11 61 0.180327869 0
1 7 57 0.122807018 0
2 11 79 0.139240506 1
2 3 16 0.1875 1
4 5 26 0.192307692 1
2 6 41 0.146341463 1
2 5 33 0.151515152 1
2 4 26 0.153846154 0
2 5 34 0.147058824 0
4 8 46 0.173913043 1
4 8 48 0.166666667 1
2 2 10 0.2 1
4 5 28 0.178571429 0
2 2 10 0.2 0
2 11 88 0.125 0
2 3 19 0.157894737 0
2 5 37 0.135135135 0
9 5 19 0.263157895 0
2 2 11 0.181818182 0
2 9 74 0.121621622 0
4 3 16 0.1875 0
4 3 16 0.1875 0
4 2 9 0.222222222 1
6 3 14 0.214285714 0
2 2 11 0.181818182 0
2 2 11 0.181818182 1
2 2 11 0.181818182 0
2 7 58 0.120689655 1
2 1 2 0.5 1
2 1 2 0.5 0
2 1 2 0.5 0
2 1 2 0.5 0
2 1 2 0.5 0
2 1 2 0.5 0
2 1 2 0.5 0
2 1 2 0.5 0
2 1 2 0.5 1
2 1 2 0.5 1
2 1 2 0.5 1
2 1 2 0.5 0
2 1 2 0.5 0
2 1 2 0.5 0
2 1 2 0.5 0
2 1 2 0.5 0
2 1 2 0.5 0
2 1 2 0.5 0
2 1 2 0.5 0
11 10 35 0.285714286 0
11 4 16 0.25 1
4 6 41 0.146341463 1
2 3 22 0.136363636 0
4 4 26 0.153846154 1
10 4 16 0.25 0
2 4 35 0.114285714 0
4 12 88 0.136363636 0
13 8 26 0.307692308 0
4 5 34 0.147058824 0
4 5 35 0.142857143 1
4 7 52 0.134615385 0
4 7 52 0.134615385 0
2 2 14 0.142857143 0
2 5 47 0.106382979 1
9 8 38 0.210526316 1
4 6 47 0.127659574 0
9 9 45 0.2 0
4 6 52 0.115384615 0
4 7 58 0.120689655 0
6 2 11 0.181818182 1
11 9 38 0.236842105 0
2 2 16 0.125 0
2 7 76 0.092105263 0
11 6 27 0.222222222 0
11 3 14 0.214285714 0
4 1 4 0.25 0
4 1 4 0.25 0
4 1 4 0.25 0
4 1 4 0.25 1
4 1 4 0.25 0
4 1 4 0.25 0
4 1 4 0.25 0
4 1 4 0.25 0
4 1 4 0.25 1
